eventid,date,year,state,city,attack_type,weapon,target,group,fatalities,injuries,summary,latitude,longitude
197302270002,27-Feb-73,1973,South Dakota,Wounded Knee,Hostage Taking (Barricade Incident),Firearms,Private Citizens & Property | Race/Ethnicity Identified | Town of Wounded Knee South Dakota,American Indian Movement,2,2,"2/27/1973: Around two hundred members of the American Indian Movement took over and occupied the town of Wounded Knee, South Dakota, in the United States, taking eleven hostages.  The release of the hostages was negotiated after two days; however, only one of them decided to leave the occupied town.  The siege lasted seventy-one days.  Two AIM members were shot and killed and at least one was wounded.  A member of the US Marshalls was wounded as well.   The occupation would end peacefully on May 9 with the disarmament of AIM.",43.148513,-102.371903
197303040005,4-Mar-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Airports & Aircraft | Airport | Terminal Warehouse,Black September,0,0,"03/04/1973: An explosive device planted in the trunk of a green Plymouth rental car was intended to detonate at noon outside an El Al Airlines terminal warehouse at John F. Kennedy International Airport in New York City, New York, United States. This was one of three unsuccessful coordinated attacks timed to coincide with Israeli Prime Minister Golda Meir's visit to the United States. The other two involved similar devices in cars parked near Israeli banks on Fifth Avenue. The explosives failed to detonate due to faulty circuitry and were discovered and defused on March 7. On March 15, officials issued an arrest warrant for 27-year-old Iraqi citizen Khalid Dahham Al-Jawary, identified as a Black September operative. Al-Jawary was arrested in January 1991, convicted and sentenced to 30 years in prison in 1993, and released and deported from the United States in 2009.",40.704564,-73.797888
197303040006,4-Mar-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Bank/Commerce | Bank Building,Black September,0,0,"03/04/1973: An explosive device planted in the trunk of rental car was intended to detonate at noon outside an Israeli bank in New York City, New York, United States. This was one of three unsuccessful coordinated attacks timed to coincide with Israeli Prime Minister Golda Meir's visit to the United States. The other two involved similar devices in cars parked near an El Al Airlines warehouse at John F. Kennedy International Airport, and at a second Israeli bank on Fifth Avenue. The devices failed to detonate due to faulty circuitry. They were discovered and defused on March 7, after the explosive-laden cars had been towed to an impound lot. On March 15, officials issued an arrest warrant for 27-year-old Iraqi citizen Khalid Dahham Al-Jawary, identified as a Black September operative. Al-Jawary was arrested in January 1991, convicted and sentenced to 30 years in prison in 1993, and released and deported from the United States in 2009.",40.728333,-73.994167
197303060004,6-Mar-73,1973,New York,New York City,Armed Assault,Firearms,Police | Police Patrol (including vehicles and convoys) | Police Car,Black Liberation Army,0,0,,40.712784,-74.005941
197303270003,27-Mar-73,1973,New York,New York City,Armed Assault,Firearms,Business | Retail/Grocery/Bakery | Supermarket,Black Liberation Army,0,0,,40.712784,-74.005941
197303280003,28-Mar-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property | Museum/Cultural Center/Cultural House | Center for Cuban Studies,Secret Cuban Government,0,0,,40.712784,-74.005941
197303290001,29-Mar-73,1973,New Jersey,Union,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Retail/Grocery/Bakery | Bookstore,National Integration Front (FIN),0,0,,40.696105,-74.268514
197304100002,10-Apr-73,1973,New York,New York City,Armed Assault,Firearms,Business | Bank/Commerce | Bank,Black Liberation Army,0,0,,40.712784,-74.005941
197304160003,16-Apr-73,1973,District of Columbia,Washington,Armed Assault,Firearms,"Government (Diplomatic) | Diplomatic Personnel (outside of embassy, consulate) | Home, New Zealand charge",Black September,0,0,,38.89037,-77.031959
197305010003,1-May-73,1973,New York,New York City,Assassination,Firearms,"NGO | Domestic NGO | H.A. Jamal, leader",Unknown,1,0,,40.712784,-74.005941
197305080001,8-May-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Police | Police Patrol (including vehicles and convoys) | Police Car,"Weather Underground, Weathermen",0,0,,40.712784,-74.005941
197305180002,18-May-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Police | Police Patrol (including vehicles and convoys) | Police Cars (2),"Weather Underground, Weathermen",0,0,,40.712784,-74.005941
197305190001,19-May-73,1973,New York,Mount Vernon,Armed Assault,Firearms,"Police | Police Security Forces/Officers | unk, policemen",Black Liberation Army,2,0,,40.912456,-73.838276
197306050001,5-Jun-73,1973,New York,New York City,Armed Assault,Firearms,"Police | Police Security Forces/Officers | unk, transit detective",Black Liberation Army,1,0,,40.712784,-74.005941
197306200002,20-Jun-73,1973,New York,New York City,Armed Assault,Incendiary,"Government (Diplomatic) | Diplomatic Personnel (outside of embassy, consulate) | Auto, Soviet U.N. Mission member",Jewish Defense League (JDL),0,0,,40.712784,-74.005941
197307010001,1-Jul-73,1973,Maryland,Bethesda,Assassination,Firearms,"Government (Diplomatic) | Diplomatic Personnel (outside of embassy, consulate) | Col. Yosef Alon, Colonel, attache Wash. DC",Popular Front for the Liberation of Palestine (PFLP),1,0,,38.98637,-77.096919
197307180002,18-Jul-73,1973,New York,New York City,Hostage Taking (Barricade Incident),Firearms,Business | Bank/Commerce | bank,Black Liberation Army,0,0,"7/18/1973: Members of the Black Liberation Army robbed a bank in the Bronx, New York in the United States.  It is unknown how much money was stolen.",40.844782,-73.864827
197307240001,24-Jul-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property | Museum/Cultural Center/Cultural House | Martin Luther King Jr. Labor Center,Secret Cuban Government,0,0,,40.712784,-74.005941
197308270003,27-Aug-73,1973,District of Columbia,Washington,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic) | Embassy/Consulate | British Embassy,Irish Republican Army (IRA),0,1,,38.89037,-77.031959
197308280002,28-Aug-73,1973,District of Columbia,Washington,Bombing/Explosion,Explosives/Bombs/Dynamite,"Government (General) | Government Personnel (excluding police, military) | unk, Secretary to Mil. attache (he was tgt)",Irish Republican Army (IRA),0,1,,38.89037,-77.031959
197309040001,4-Sep-73,1973,New Jersey,Newark,Assassination,Firearms,"Religious Figures/Institutions | Religious Figure | James Shabazz, head",Unknown,1,0,,40.73197,-74.174184
197309180002,18-Sep-73,1973,New Jersey,Edison,Assassination,Firearms,Private Citizens & Property | Named Civilian | brothers Roger and Ralph Bankston,Black Muslims,2,0,"09/18/1973: Twin brothers, Roger and Ralph Bankston, were shot to death by a pistol and shotgun in Edison, New Jersey in the United States.  They were found in the front seat of their car parked in the lot behind the Local 980 United Automobile Workers Union Hall across the street from the Ford plant on Route 1, where the brothers were employed. The perpetrators were members of the New World sect, as were the brothers, who were apparently killed due to disobeying orders. This event was one in a series of related Black Muslim attacks. Two members of the New World of Islam sect, Albert Chavies and Lamont Calloway were later convicted of the Bankston murders.",40.528045,-74.384629
197309260001,26-Sep-73,1973,Louisiana,New Orleans,Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property | Laborer (General)/Occupation Identified | home of Regional Director of the Anti-Defamation League, A.I. Botnick",Unaffiliated Individual(s),0,0,"09/26/1973: Byron de la Beckwith was arrested on Interstate 10 on his way into New Orleans in the United States, for transporting a ticking bomb, which was allegedly meant to kill the regional director of the Anti-Defamation League , A.I. Botnick.  Allegedly, Beckwith was headed for Botnick's house at the time he was stopped at a roadblock by police.",29.951027,-90.071422
197309280004,28-Sep-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business | Multinational Corporation | Latin American HQ, ITT","Weather Underground, Weathermen",0,0,,40.712784,-74.005941
197310180002,18-Oct-73,1973,New Jersey,Newark,Assassination,Firearms,Private Citizens & Property | Named Civilian | Warren A. Marcello and Michael A. Huff,Black Muslims,2,0,"10/18/1973: Two members of the New World sect, Warren A. Marcello and Michael A. Huff, are murdered and beheaded in Newark, New Jersey by suspected members of the New World sect faction of Black Muslims.  Marcello and Huff were shot and possibly strangled, before being decapitated by a heavy weapon, suspected to be a machete.  Huff was also stabbed several times.  This event was one in a series of related Black Muslim attacks.",40.699608,-74.200894
197310200002,20-Oct-73,1973,California,San Francisco,Hostage Taking (Kidnapping),Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white couple, Quita and Richard Hague",Zebra killers,1,1,"10/20/1973: Young white couple, Quita and Richard Hague, were taking an evening stroll on Telegraph Hill, just a block from their residence in San Francisco, California, in the United States, when they were approached by three African-American men in a white van, who ordered them into the van at gunpoint.  Upon entering the van, the couples hands were tied with rope, and Richard was clubbed into unconsciousness with a wrench, while one of the perpetrators sexually assaulted Quita.  Quita and Richard were both slashed brutally with a long machete-like blade.  Both were thrown out of the van on the rails of the Southern Pacific tracks, about four and a half miles from Telegraph Hill. Quita was killed by several slashes from the machete-like blade; Richard survived, but was badly mutilated by slashes in his face and he was robbed of his wallet. Two of the perpetrators, Jesse Cooks and Larry Green, were found, charged and in March 1976, convicted for the kidnapping, armed assault, robbery, and murder.  The third perpetrator, Anthony C. Harris, was given immunity at the trial in exchange for his testimony.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time. This was the first incident in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers.",37.801341,-122.405667
197310220003,22-Oct-73,1973,California,San Francisco,Hostage Taking (Kidnapping),Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white female student, ""Ellen Linder""",Zebra killers,0,1,"10/22/1973: White female psychology student, Ellen Linder (this name is a pseudonym given to the victim so as to conceal her identity due to the nature of the incident) was walking down Market Street in San Francisco, California, in the United States, on her way home from a church meeting, when she noticed a black man following her.  As she sped up and reached her front door about to enter, the man approached her with a gun, forced her into a nearby dark parking lot, and raped her in the dirt area behind the bushes. During the incident, he told Linder that racism and oppression of black people needed to stop, and he threatened to kill her and told her that others would also be killed.   Then, he walked Linder home to make sure she would not call the police, and after talking more in her apartment, her raped her a second time in her bedroom. Linder survived and was eventually able to recover from the ordeal. The perpetrator was later identified as Jesse Lee Cooks, one of the eight men who came to be known as the Zebra killers, and this was the second of 20 attacks (with 23 victims) committed by the Zebra murderers, a group of black Muslims who belonged to the Nation of Islam religious sect.",37.777125,-122.419644
197310260001,26-Oct-73,1973,New York,New York City,Facility/Infrastructure Attack,Incendiary,Government (Diplomatic) | Embassy/Consulate | Turkish info office,Armenian Group,0,0,,40.712784,-74.005941
197310290003,29-Oct-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white female student, Frances Rose",Zebra killers,1,0,"10/29/1973: In San Francisco, California in the United States, white female student, Frances Rose was shot three times, once in the chest and twice in the face by Jesse Cooks, one of the men who was also responsible for the murder of Quita Hague and the assault of her husband, Richard Hague, just ten days earlier.  Rose was driving up to the entrance gate of the University of California at Berkeley extension center in her gold 1967 Ford Mustang, when she was approached by Cooks, who walked in front of her car, leaned on the window and asked for a ride.  Rose stepped on the accelerator at which point the two got into an argument, leading Cooks to shoot and kill Rose with a .22 caliber gun.   Cooks was caught by detectives, and confessed to the murder of Frances Rose the same night.  He was eventually convicted and sentenced to prison for her murder.  The motives were racist in origin and a response to the racial rhetoric of the time. This was the second in a series of 20 attacks  (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",37.777125,-122.419644
197311040001,4-Nov-73,1973,Wisconsin,Madison,Bombing/Explosion,Incendiary,Police | Police Patrol (including vehicles and convoys) | police car,Unknown,0,0,"11/04/1973: Unknown perpetrators bomb a police car near the entrance to police headquarters in Madison, Wisconsin in the United States. It is unknown whether there were any casualties or property damage in this incident.",43.07295,-89.386694
197311060001,6-Nov-73,1973,California,Oakland,Assassination,Firearms,"Educational Institution | Other Personnel | Marcus Foster, superintendent",Symbionese Liberation Army (SLA),1,0,,37.805065,-122.273024
197311250004,25-Nov-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | Jordanian Arab immigrant, Saleem Erakat, who was perceived to be white",Zebra killers,1,0,"11/25/1973: Jordanian Arab immigrant, Saleem Erakat, was shot and killed while at work at the grocery store he owned, Erakat's grocery, on Larkin Street in San Francisco, California in the United States.  The perpetrator, J.C. Simon, who perceived Erakat to be a white man, entered the grocery store, greeted Erakat, and then ordered him to the bathroom in the back of the shop, demanded Erakat to kneel on his knees, tied his hands behind his back, and shot Erakat in the back of his head with a .32 caliber gun, using a quilt to muffle the gunshot sounds. Additionally, Simon emptied both the safe and the cash register, taking with him about $1300.  It came out in trial that the bloody hand print of Anthony C. Harris was also found at the crime scene inside the store.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the third in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",37.782371,-122.417333
197311260004,26-Nov-73,1973,Alabama,Gadsden,Assassination,Firearms,Private Citizens & Property | Race/Ethnicity Identified | Reverend Edward Pace,Ku Klux Klan,1,0,"11/26/1973: Black minister, Edward Pace, is shot and killed in his home in Gadsden, Alabama, in the Untied States, by alleged members of the Ku Klux Klan.",33.996195,-85.978282
197312030003,3-Dec-73,1973,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property | Labor Union Related | U.S. Latin America Justice Committee,Unknown,0,3,,40.712784,-74.005941
197312110002,11-Dec-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white man, Paul Dancik",Zebra killers,1,0,"12/11/1973: White man, Paul Dancik, was shot three times in the chest and killed by bullets from a .32 caliber gun, while standing at a phone booth on Haight Street in the Fillmore neighborhood of San Francisco, California.  Dancik was a drug addict, and had stopped at the home of a drug dealer in a neighboring project, but the dealer was not home.  Dancik then stopped to use the payphone, at which point he was approached by black men, J.C. Simon and Manuel Moore, who shot him.  Moore was hiding in nearby bushes.  Dancik collapsed on the pavement about 20 feet away from the phone booth.   A third perpetrator, Anthony C. Harris, was waiting in the car for the other two perpetrators.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",37.777125,-122.419644
197312130001,13-Dec-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white woman, Marietta DiGirolamo",Zebra killers,1,0,"12/13/1973: White woman, Marietta DiGirolamo was walking south on Divisadero Street toward Haight Street in San Francisco, California, in the United States, just after 9:00pm, looking for her boyfriend, when she was approached by an African American man, who grabbed her and pushed her into the doorway of a barbershop, at which point DiGirolamo yelled at him.  The perpetrator then shot her with a .32 caliber gun, two times in the chest, and once in the back as she spun around from the impact of the first two bullets.  DiGirolamo died before any witnesses could call an ambulance.  The specific perpetrators are unknown; but, it is suspected that J.C. Simon and Manuel Moore were responsible for this murder, as it occurred less than two hours after the assault on Art Agnos and it was later discovered that this was the sixth in a series of 20 attacks  (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.",37.777125,-122.419644
197312130002,13-Dec-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white man, Arthur Agnos",Zebra killers,0,1,"12/13/1973: White man and prominent San Francisco politician, Arthur Agnos was shot outside at 991 Wisconsin Street in Potrero Hill in San Francisco, California, in the United States while engaged in conversation with a friend and two women after a meeting discussing the possibility of a new government-funded health care clinic in the community.  Agnos was shot two times in the back by an African American man who was standing about fifteen feet away.  The .32 caliber bullets caused serious injuries to Agnos' lungs, spleen and kidneys, but he survived the attack. The perpetrators were J.C. Simon and Manuel Moore; a third perpetrator, Anthony Harris, was waiting for the other two in a black Cadillac parked at Wisconsin Street and 22nd, from where he watched the assault.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fifth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",37.754729,-122.398727
197312200003,20-Dec-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white woman, Theresa DeMartini",Zebra killers,0,1,"12/21/1973: White woman, Theresa DeMartini, was driving home to her apartment at the border of Haight-Ashbury and Fillmore in San Francisco, California, in the United States, just before 10:00pm, when she spotted an African American man double parked on the 600 block of Central Avenue where she parked her own car.  While she was parking her 1965 Mustang, DeMartini noticed another black man walk up the  man in the double-parked car, and then start walking toward her as she left her car and began to walk to her apartment.  When the man reached DeMartini's gas tank, he pulled a gun out of his pocket and shot at her 4 times.  The first three bullets hit DeMartini, with the third striking her spine and paralyzing her.  The fourth shot, aimed at her head, missed DeMartini as she collapsed to the ground.  As she yelled, another car then drive toward DeMartini in an attempt to kill her, but she rolled herself under the Mustang to dodge the .32 caliber bullets, and thus survived.  The specific perpetrators of this incident are unknown; however, it is suspected that Larry Green was involved in the incident as witnesses at the scene of the crime provided a car description that matched Green's Dodge Dart.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eighth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",37.775099,-122.444593
197312200004,20-Dec-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white man, Ilario Bertuccio",Zebra killers,1,0,"12/20/1973: White man, Ilario Bertuccio, was killed while walking home from work in San Francisco, California in the United States.  As he neared the corner of  Bancroft Avenue and Phelps Street, about a half mile from his home on Goettingen Street, and he was shot by an African American man approaching him outside.  Bertuccio was shot first in his right shoulder, with the bullet passing through his chest; then, three more .32 caliber bullets were shot, each entering Bertuccio's chest, and exiting through his back.  The perpetrators were two African American men, one who shot Bertuccio directly, and another who was waiting in a nearby car.  Although evidence was presented in trial about Bertuccio's murder, no indictments were brought other than the conspiracy charges.  However, based on witness description, it is believed that Manuel Moore and Larry Green were responsible for this incident.  A car matching the description of Green's car, a Dodge Dart, was spotted near the scene of the crime.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the seventh in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",37.777125,-122.419644
197312220002,22-Dec-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white man, Neal Moynihan",Zebra killers,1,0,"12/22/1973: In the United States, white man, Neal Moynihan, was walking on Twelfth Street near the Civic Center, across the street from the Pacific Gas & Electric building, in San Francisco, California, just after 8pm, when he was approached by an African-American man, who shot Moynihan as they crossed paths, once in the face, and once each in the neck and chest.  A fourth shot missed Moynihan as he fell to the ground from the first three shots, and died instantly.  The perpetrator fled by foot on Gough Street, where he took the life of a white woman.  The only witness who was able to identify the killer was a night watchman for Pacific Gas & Electric, and his description of the perpetrator was later matched to Manuel Moore.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the ninth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",37.773009,-122.418631
197312220003,22-Dec-73,1973,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white woman, Mildred Hosler",Zebra killers,1,0,"12/22/1973: In the United States, elderly white woman, Mildred Hosler, was on her way home from work, walking up Gough Street towards a Van Ness bus stop in San Francisco, California, to catch a bus to her home in Ellis, when she was shot five times in the upper body with .32 caliber bullets, by a man who was approaching her from across the street.  According to witnesses, Hosler saw her killer before he saw her, but she failed at trying to evade him, and was killed.  Witness descriptions of the perpetrator were matched to Larry Green.  Hosler was killed less than ten minutes after Neal Moynihan was killed on Twelfth Street.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the tenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",37.777125,-122.419644
197312230001,23-Dec-73,1973,California,San Francisco,Hostage Taking (Kidnapping),Melee,Private Citizens & Property | Race/Ethnicity Identified | unidentified white man,Zebra killers,1,0,"12/23/1973: In the United States, an unknown white, male body, wrapped in canvas and plastic, is found washed up on the beach at Pacheco Street and the Great Highway in San Francisco's Sunset district.  When the bloody and hacked body was retrieved, it was uncovered that the head was practically decapitated where the neck meets the shoulders and the extremities were also gone.  Only the torso was left, and the body was so badly beaten and tortured that it was unidentifiable, leading the police to name it ""Unknown Body #169.""  It was later discovered that this was the body of a man who had been kidnapped by the same black Muslims who committed the .32 caliber killings; the man was stripped naked, tied up, gagged, urinated on, and then subsequently mutilated with a collection of knives, machetes, meat cleavers, and metal cutters. The man's stomach was cut open, and he had been castrated.  This incident is believed to also be one of the Zebra murders, despite the fact that no indictments other than conspiracy charges were brought in this case.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eleventh in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",37.777125,-122.419644
197312300001,30-Dec-73,1973,Florida,Miami,Bombing/Explosion,Explosives/Bombs/Dynamite,Maritime | Commercial Maritime | Freighter Mereghan II (573 tons),National Front for the Liberation of Cuba (FLNC),0,0,,25.764367,-80.201529
197401280001,28-Jan-74,1974,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white man, John Bambic",Zebra killers,1,0,"01/28/1974: Elderly white man, John Bambic, who neighbors described as a loner, was rummaging through a trash bin on Ninth and Howard Streets in San Francisco, California, in the United States, when he was shot twice in the back by a black man, who fit the same description as the perpetrator of the murders of Tana Smith and Vincent Wollin.  The two .32 caliber gun shots hit Bambic once at the waist level, and once slightly higher up, hitting his heart.  The 84-year-old Bambic then grabbed the man who shot him in an attempt to fight back, until Bambic finally collapsed to his death on the ground.  The perpetrator, later identified by witnesses as J.C. Simon, ran across the street to a gas station where a Cadillac was waiting for him, with two other men inside.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers, and specifically, the third of 5 attacks on this day.",37.777125,-122.419644
197401280004,28-Jan-74,1974,California,San Francisco,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | white woman, Roxanne McMillian",Zebra killers,0,1,"01/28/1974: White woman, Roxanne McMillian, was carrying the last of her moving boxes from her car to her new apartment in Excelsior at 102 Edinburgh in San Francisco, California, United States, when she was approached by a black man, who greeted her and said hello.  She responded with the same and then started up the stairs, at which point the man shot McMillian in the back two times with a .32 caliber gun; the first shot passed through her body, and the second hit her spine, paralyzing her from the waist down as she collapsed to the floor.  McMillian survived the attack, but was left paralyzed for the rest of her life.  She was the only one of the Zebra killers' five victims on this night in late January that survived.  The perpetrators, later identified as J.C. Simon and Manuel Moore, then fled to Moore's Cadillac, where Anthony Harris was waiting for them, and the three sped off.  Both Simon and Moore were accused of the assault in court.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the sixteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers and specifically, the last of 5 attacks on this particular day.",37.727373,-122.427361
197402030002,3-Feb-74,1974,Maryland,Laurel,Bombing/Explosion,Explosives/Bombs/Dynamite,Police | Police Patrol (including vehicles and convoys) | police vehicle,Unknown,0,0,"02/03/1974: Unknown perpetrator(s) placed an explosive device under a police vehicle in Laurel, Maryland, United States.  The device was dismantled by a technician from the Maryland State Fire Marshall's Office. There were no casualties, nor property damage.",39.099169,-76.848461
197402040003,4-Feb-74,1974,New York,New York City,Assassination,Firearms,"Religious Figures/Institutions | Place of Worship | Abdullah Rahman, minister",Black Muslims,4,0,,40.712784,-74.005941
197402040004,4-Feb-74,1974,California,Berkeley,Hostage Taking (Kidnapping),Unknown,"Journalists & Media | Newspaper Journalist/Staff/Facility | Patricia Hearst, granddaughter",Symbionese Liberation Army (SLA),0,0,,37.869885,-122.270539
197402240005,24-Feb-74,1974,Colorado,Boulder,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution | School/University/Educational Building | elementary school,Chicano Radicals,0,0,"02/24/1974: Suspected Chicano radicals bomb Flatiron Elementary School in Boulder, Colorado, United States, causing thousands of dollars worth of damage. It is unknown whether there were any casualties.  This event occurred during a time of fear and racial tension in the Boulder metropolitan area.",40.008321,-105.285048
197403000001,1-Mar-74,1974,Colorado,Boulder,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution | Other Personnel | University of Colorado police department,Chicano Radicals,0,0,"03/00/1974: The police department at the University of Colorado in Boulder in the United States is bombed, causing $8,000 in damage.  There were no casualties in this incident.  It is suspected that Chicano activists were responsible for the explosion and that the bombing is related to the bombing of the Boulder Courthouse, just 8 minutes later (197403000002). The explosions came during a time of racial tensions in Colorado, especially in Denver and Boulder, where at least 10 bombings had occurred within the last year, primarily directed at public buildings such as schools, police stations, and courthouses.",40.007581,-105.265942
197403070002,7-Mar-74,1974,California,San Jose,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Multinational Corporation | storage tank,Americans for Justice,0,0,"03/07/1974: An empty Shell Oil Company storage tank was bombed in San Jose, California, United States.  There were no casualties, but it is unknown if any damage occurred from the blast.   A group calling itself the ""Americans for Justice"" claimed responsibility for this attack, and additionally for an attack two days later on a Shell service station in Los Altos, California (197403090001). The group was demanding reductions in gasoline prices.",37.338475,-121.885794
197403070003,7-Mar-74,1974,California,San Francisco,Bombing/Explosion,Explosives/Bombs/Dynamite,"Government (General) | Government Building/Facility/Office | Dept. Health, Education, Welfare","Weather Underground, Weathermen",0,0,,37.777125,-122.419644
197403070004,7-Mar-74,1974,Oregon,Portland,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General) | Government Building/Facility/Office | state office building,Unknown,0,0,"03/07/1974: Unknown perpetrator(s) bombed the state office building in Portland, Oregon, United States.  It is unknown whether there were any casualties or property damage.",45.511795,-122.675629
197403090001,9-Mar-74,1974,California,Los Altos,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Multinational Corporation | service station,Americans for Justice,0,0,"03/09/1974: A Shell Oil service station was bombed in Los Altos, California, United States. There were no casualties, but it is unknown if any damage occurred from the blast.  A group calling itself the ""Americans for Justice"" claimed responsibility for this attack, and additionally for an attack two days earlier on a Shell storage tank in San Jose, California (197403070002).  The group was demanding reductions in gasoline prices.",37.383075,-122.114149
197403210002,21-Mar-74,1974,Pennsylvania,Folcroft,Bombing/Explosion,Explosives/Bombs/Dynamite,"Police | Police Building (headquarters, station, school) | police department",Unknown,0,0,"03/21/1974: Unknown perpetrator(s) bombed an unoccupied police department in Folcroft, Pennsylvania, in the Untied States, causing $5000 in damage. There were no casualties.",39.891141,-75.283596
